# Constructed from biom file
#OTU ID	mgm4517706.3	mgm4517705.3	mgm4517704.3	mgm4517707.3	ontology
K03150	816.0	766.0	830.0	732.0	Metabolism; Metabolism of cofactors and vitamins; 00730 Thiamine metabolism [PATH:ko00730]; thiH; thiamine biosynthesis ThiH
K03156	1994.0	1939.0	2162.0	1901.0	Cellular Processes; Cell growth and death; 04210 Apoptosis [PATH:ko04210]; TNFA; tumor necrosis factor superfamily, member 2
K03157	1395.0	1304.0	1495.0	1341.0	Environmental Information Processing; Signal transduction; 04064 NF-kappa B signaling pathway [PATH:ko04064]; LTB, TNFC; lymphotoxin beta (TNF superfamily, member 3)
K03158	4884.0	4005.0	4429.0	4784.0	Cellular Processes; Cell growth and death; 04210 Apoptosis [PATH:ko04210]; TNFRSF1A, TNFR1; tumor necrosis factor receptor superfamily member 1A
K03159	5804.0	4680.0	5273.0	5481.0	Environmental Information Processing; Signal transduction; 04064 NF-kappa B signaling pathway [PATH:ko04064]; TNFRSF3, LTBR; lymphotoxin beta receptor TNFR superfamily member 3
K03205	592.0	0.0	0.0	0.0	Environmental Information Processing; Membrane transport; 03070 Bacterial secretion system [PATH:ko03070]; virD4, lvhD4; type IV secretion system protein VirD4
K03238	3679.0	0.0	0.0	3482.0	Genetic Information Processing; Translation; 03013 RNA transport [PATH:ko03013]; EIF2S2; translation initiation factor 2 subunit 2
K03239	1006.0	0.0	0.0	985.0	Genetic Information Processing; Translation; 03013 RNA transport [PATH:ko03013]; EIF2B1; translation initiation factor eIF-2B subunit alpha
K03269	237.0	0.0	0.0	184.0	Metabolism; Glycan biosynthesis and metabolism; 00540 Lipopolysaccharide biosynthesis [PATH:ko00540]; lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
K03277	597.0	514.0	559.0	0.0	Metabolism; Glycan biosynthesis and metabolism; 00540 Lipopolysaccharide biosynthesis [PATH:ko00540]; waaU, rfaK; heptosyltransferase IV [EC:2.4.-.-]
K03279	743.0	644.0	735.0	680.0	Metabolism; Glycan biosynthesis and metabolism; 00540 Lipopolysaccharide biosynthesis [PATH:ko00540]; waaJ, rfaJ; UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]
K03334	2668.0	2974.0	3408.0	2623.0	Metabolism; Amino acid metabolism; 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]; IL4I1; L-amino-acid oxidase [EC:1.4.3.2]
K03336	2577.0	1172.0	1303.0	2469.0	Metabolism; Carbohydrate metabolism; 00562 Inositol phosphate metabolism [PATH:ko00562]; iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase [EC:3.7.1.-]
K03337	140.0	0.0	0.0	137.0	Metabolism; Carbohydrate metabolism; 00562 Inositol phosphate metabolism [PATH:ko00562]; iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.-]
K03340	531.0	386.0	413.0	536.0	Metabolism; Amino acid metabolism; 00300 Lysine biosynthesis [PATH:ko00300]; E1.4.1.16; diaminopimelate dehydrogenase [EC:1.4.1.16]
K03342	779.0	651.0	741.0	815.0	Metabolism; Metabolism of cofactors and vitamins; 00790 Folate biosynthesis [PATH:ko00790]; pabBC; para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]
K03348	679.0	0.0	0.0	669.0	Cellular Processes; Cell growth and death; 04110 Cell cycle [PATH:ko04110]; APC1; anaphase-promoting complex subunit 1
K03351	434.0	527.0	539.0	442.0	Cellular Processes; Cell growth and death; 04110 Cell cycle [PATH:ko04110]; APC4; anaphase-promoting complex subunit 4
K03355	484.0	0.0	0.0	499.0	Cellular Processes; Cell growth and death; 04110 Cell cycle [PATH:ko04110]; APC8, CDC23; anaphase-promoting complex subunit 8
K03360	798.0	440.0	506.0	756.0	Cellular Processes; Cell growth and death; 04111 Cell cycle - yeast [PATH:ko04111]; GRR1; F-box and leucine-rich repeat protein GRR1
K03363	243.0	0.0	0.0	0.0	Cellular Processes; Cell growth and death; 04110 Cell cycle [PATH:ko04110]; CDC20; cell division cycle 20, cofactor of APC complex
K03366	1218.0	722.0	825.0	1206.0	Metabolism; Carbohydrate metabolism; 00650 Butanoate metabolism [PATH:ko00650]; butA; (R,R)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.303]
K03369	999.0	0.0	0.0	0.0	Metabolism; Glycan biosynthesis and metabolism; 00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]; SIAT8E; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8E) [EC:2.4.99.-]
K03371	729.0	706.0	802.0	688.0	Metabolism; Glycan biosynthesis and metabolism; 00601 Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]; SIAT8A; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8A) [EC:2.4.99.8]
K03374	192.0	0.0	0.0	191.0	Metabolism; Glycan biosynthesis and metabolism; 00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]; SIAT7D, ST6GalNAc IV; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D) [EC:2.4.99.7]
K03376	48.0	141.0	158.0	42.0	Metabolism; Glycan biosynthesis and metabolism; 00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]; SIAT7F, ST6GalNAc VI; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7F) [EC:2.4.99.-]
K03380	548.0	0.0	308.0	494.0	Metabolism; Xenobiotics biodegradation and metabolism; 00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]; E1.14.13.7; phenol 2-monooxygenase [EC:1.14.13.7]
K03381	452.0	236.0	255.0	464.0	Metabolism; Xenobiotics biodegradation and metabolism; 00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]; catA; catechol 1,2-dioxygenase [EC:1.13.11.1]
K03382	1059.0	1268.0	1400.0	1004.0	Metabolism; Xenobiotics biodegradation and metabolism; 00791 Atrazine degradation [PATH:ko00791]; atzB; hydroxyatrazine ethylaminohydrolase [EC:3.5.99.3]
K03383	946.0	1120.0	1245.0	940.0	Metabolism; Xenobiotics biodegradation and metabolism; 00791 Atrazine degradation [PATH:ko00791]; atzD; cyanuric acid amidohydrolase [EC:3.5.2.15]
K03384	1311.0	1172.0	1281.0	1257.0	Metabolism; Xenobiotics biodegradation and metabolism; 00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]; E1.14.12.-;  [EC:1.14.12.-]
K03385	1643.0	1363.0	1505.0	1579.0	Human Diseases; Infectious diseases; 05132 Salmonella infection [PATH:ko05132]; nrfA; cytochrome c-552 [EC:1.7.2.2]
K03389	887.0	833.0	928.0	836.0	Metabolism; Energy metabolism; 00680 Methane metabolism [PATH:ko00680]; hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]
K03392	824.0	242.0	287.0	766.0	Metabolism; Amino acid metabolism; 00380 Tryptophan metabolism [PATH:ko00380]; E4.1.1.45, ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]
K03405	1681.0	1374.0	1521.0	1652.0	Metabolism; Metabolism of cofactors and vitamins; 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]; chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]
K03409	2586.0	2031.0	2307.0	2552.0	Cellular Processes; Cell motility; 02030 Bacterial chemotaxis [PATH:ko02030]; cheX; chemotaxis protein CheX
K03410	0.0	0.0	0.0	199.0	Cellular Processes; Cell motility; 02030 Bacterial chemotaxis [PATH:ko02030]; cheC; chemotaxis protein CheC
K03412	3630.0	0.0	0.0	3479.0	Cellular Processes; Cell motility; 02030 Bacterial chemotaxis [PATH:ko02030]; cheB; two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]
K03417	5268.0	4858.0	5481.0	5060.0	Metabolism; Carbohydrate metabolism; 00640 Propanoate metabolism [PATH:ko00640]; E4.1.3.30, prpB; methylisocitrate lyase [EC:4.1.3.30]
K03418	915.0	1001.0	1159.0	892.0	Metabolism; Carbohydrate metabolism; 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]; E3.5.1.56; N,N-dimethylformamidase [EC:3.5.1.56]
K03419	542.0	0.0	0.0	520.0	Metabolism; Glycan biosynthesis and metabolism; 00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532]; CHPF2; chondroitin polymerizing factor 2 [EC:2.4.1.226]
K03422	1969.0	2073.0	2259.0	1818.0	Metabolism; Energy metabolism; 00680 Methane metabolism [PATH:ko00680]; mcrD; methyl-coenzyme M reductase subunit D
K03425	745.0	419.0	503.0	707.0	Environmental Information Processing; Membrane transport; 03070 Bacterial secretion system [PATH:ko03070]; tatE; sec-independent protein translocase protein TatE
K03429	1361.0	1158.0	1392.0	1317.0	Metabolism; Lipid metabolism; 00561 Glycerolipid metabolism [PATH:ko00561]; ugtP; 1,2-diacylglycerol 3-glucosyltransferase [EC:2.4.1.157]
K03433	95.0	188.0	252.0	104.0	Genetic Information Processing; Folding, sorting and degradation; 03050 Proteasome [PATH:ko03050]; psmB, prcB; proteasome beta subunit [EC:3.4.25.1]
K03460	1435.0	1210.0	1350.0	1385.0	Organismal Systems; Digestive system; 04976 Bile secretion [PATH:ko04976]; SLCO1A; solute carrier organic anion transporter family, member 1A
K03462	946.0	0.0	0.0	883.0	Metabolism; Metabolism of cofactors and vitamins; 00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]; NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]
K03463	1248.0	1149.0	1300.0	1189.0	Metabolism; Xenobiotics Biodegradation and Metabolism; 00627 Aminobenzoate degradation [PATH:ko00627]; E1.13.11.-;  [EC:1.13.11.-]
K03473	1555.0	0.0	0.0	1492.0	Metabolism; Metabolism of cofactors and vitamins; 00750 Vitamin B6 metabolism [PATH:ko00750]; pdxB; erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]
K03494	1174.0	0.0	0.0	1109.0	Metabolism; Glycan biosynthesis and metabolism; 00601 Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]; SIAT4C; beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4C) [EC:2.4.99.4]
K03517	879.0	0.0	0.0	834.0	Metabolism; Metabolism of cofactors and vitamins; 00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]; nadA; quinolinate synthase [EC:2.5.1.72]
K03526	1200.0	0.0	0.0	1108.0	Metabolism; Metabolism of terpenoids and polyketides; 00900 Terpenoid backbone biosynthesis [PATH:ko00900]; E1.17.7.1, gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1]
K03544	1523.0	1993.0	2254.0	1426.0	Cellular Processes; Cell growth and death; 04112 Cell cycle - Caulobacter [PATH:ko04112]; clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX
K03551	1062.0	1068.0	1145.0	1083.0	Genetic Information Processing; Replication and repair; 03440 Homologous recombination [PATH:ko03440]; ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12]
K03553	1193.0	1304.0	1443.0	1165.0	Genetic Information Processing; Replication and repair; 03440 Homologous recombination [PATH:ko03440]; recA; recombination protein RecA
K03573	983.0	0.0	0.0	930.0	Genetic Information Processing; Replication and repair; 03430 Mismatch repair [PATH:ko03430]; mutH; DNA mismatch repair protein MutH
K03575	1132.0	0.0	0.0	1016.0	Genetic Information Processing; Replication and repair; 03410 Base excision repair [PATH:ko03410]; mutY; A/G-specific adenine glycosylase [EC:3.2.2.-]
K03589	1097.0	1488.0	1654.0	1065.0	Cellular Processes; Cell growth and death; 04112 Cell cycle - Caulobacter [PATH:ko04112]; ftsQ; cell division protein FtsQ
K03628	1222.0	1103.0	1193.0	1188.0	Genetic Information Processing; Folding, sorting and degradation; 03018 RNA degradation [PATH:ko03018]; rho; transcription termination factor Rho
K03648	873.0	692.0	781.0	819.0	Genetic Information Processing; Replication and repair; 03410 Base excision repair [PATH:ko03410]; UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]
K03654	3713.0	0.0	0.0	3544.0	Genetic Information Processing; Folding, sorting and degradation; 03018 RNA degradation [PATH:ko03018]; recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
K03660	1574.0	0.0	1892.0	1553.0	Genetic Information Processing; Replication and repair; 03410 Base excision repair [PATH:ko03410]; OGG1; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]
K03663	0.0	0.0	1.0	0.0	Metabolism; Glycan biosynthesis and metabolism; 00514 Other types of O-glycan biosynthesis [PATH:ko00514]; FUT9; 4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase [EC:2.4.1.152]
K03693	43.0	0.0	0.0	43.0	Metabolism; Glycan biosynthesis and metabolism; 00550 Peptidoglycan biosynthesis [PATH:ko00550]; pbp; penicillin-binding protein
K03701	4609.0	4158.0	4757.0	4566.0	Genetic Information Processing; Replication and repair; 03420 Nucleotide excision repair [PATH:ko03420]; uvrA; excinuclease ABC subunit A
K03702	2340.0	2518.0	2740.0	2304.0	Genetic Information Processing; Replication and repair; 03420 Nucleotide excision repair [PATH:ko03420]; uvrB; excinuclease ABC subunit B
K03729	532.0	414.0	0.0	544.0	Organismal Systems; Environmental adaptation; 04710 Circadian rhythm [PATH:ko04710]; BHLHB2, DEC1; class B basic helix-loop-helix protein 2
K03732	0.0	301.0	339.0	0.0	Genetic Information Processing; Folding, sorting and degradation; 03018 RNA degradation [PATH:ko03018]; rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13]
K03735	0.0	34.0	37.0	0.0	Metabolism; Lipid metabolism; 00564 Glycerophospholipid metabolism [PATH:ko00564]; eutB; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
K03738	1475.0	0.0	0.0	1348.0	Metabolism; Carbohydrate metabolism; 00010 Glycolysis / Gluconeogenesis [PATH:ko00010]; E1.2.7.5, aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K03739	793.0	0.0	560.0	757.0	Human Diseases; Infectious diseases; 05150 Staphylococcus aureus infection [PATH:ko05150]; dltB; membrane protein involved in D-alanine export
K03740	43.0	0.0	0.0	37.0	Human Diseases; Infectious diseases; 05150 Staphylococcus aureus infection [PATH:ko05150]; dltD; D-alanine transfer protein
K03763	2296.0	3576.0	4107.0	2244.0	Genetic Information Processing; Replication and repair; 03030 DNA replication [PATH:ko03030]; DPO3A2, polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
K03777	608.0	648.0	718.0	564.0	Metabolism; Carbohydrate metabolism; 00620 Pyruvate metabolism [PATH:ko00620]; dld; D-lactate dehydrogenase [EC:1.1.1.28]
K03780	1353.0	1792.0	2095.0	1336.0	Metabolism; Carbohydrate metabolism; 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]; ttdB; L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]
K03781	843.0	336.0	398.0	843.0	Cellular Processes; Transport and catabolism; 04146 Peroxisome [PATH:ko04146]; katE, CAT, catB, srpA; catalase [EC:1.11.1.6]
K03783	646.0	0.0	0.0	638.0	Metabolism; Metabolism of cofactors and vitamins; 00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]; punA; purine-nucleoside phosphorylase [EC:2.4.2.1]
K03785	838.0	0.0	0.0	799.0	Metabolism; Amino acid metabolism; 00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]; aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]
K03788	242.0	0.0	0.0	0.0	Metabolism; Metabolism of cofactors and vitamins; 00740 Riboflavin metabolism [PATH:ko00740]; aphA; acid phosphatase (class B) [EC:3.1.3.2]
K03795	197.0	0.0	0.0	193.0	Metabolism; Metabolism of cofactors and vitamins; 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]; cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
K03814	62.0	0.0	0.0	0.0	Metabolism; Glycan biosynthesis and metabolism; 00550 Peptidoglycan biosynthesis [PATH:ko00550]; mtgA; monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]
K03815	981.0	0.0	0.0	930.0	Metabolism; Nucleotide metabolism; 00230 Purine metabolism [PATH:ko00230]; xapA; xanthosine phosphorylase [EC:2.4.2.-]
K03816	123.0	0.0	0.0	119.0	Metabolism; Nucleotide metabolism; 00230 Purine metabolism [PATH:ko00230]; xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
K03844	202.0	0.0	106.0	183.0	Metabolism; Glycan biosynthesis and metabolism; 00510 N-Glycan biosynthesis [PATH:ko00510]; ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.-]
K03851	267.0	709.0	795.0	276.0	Metabolism; Metabolism of other amino acids; 00430 Taurine and hypotaurine metabolism [PATH:ko00430]; tpa; taurine-pyruvate aminotransferase [EC:2.6.1.77]
K03856	119.0	0.0	415.0	0.0	Metabolism; Amino acid metabolism; 00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]; AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
K03878	1233.0	1276.0	0.0	1207.0	Human Diseases; Neurodegenerative diseases; 05012 Parkinson's disease [PATH:ko05012]; ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:1.6.5.3]
K03880	3061.0	1085.0	1209.0	2895.0	Human Diseases; Neurodegenerative diseases; 05012 Parkinson's disease [PATH:ko05012]; ND3; NADH-ubiquinone oxidoreductase chain 3 [EC:1.6.5.3]
K03903	0.0	0.0	0.0	5.0	Organismal Systems; Immune system; 04610 Complement and coagulation cascades [PATH:ko04610]; FGA; fibrinogen alpha chain
K03905	29.0	0.0	0.0	27.0	Human Diseases; Infectious diseases; 05150 Staphylococcus aureus infection [PATH:ko05150]; FGG; fibrinogen gamma chain
K03907	158.0	203.0	232.0	143.0	Organismal Systems; Immune system; 04610 Complement and coagulation cascades [PATH:ko04610]; THBD, CD141; thrombomodulin
K03909	887.0	1165.0	1381.0	853.0	Organismal Systems; Immune system; 04610 Complement and coagulation cascades [PATH:ko04610]; TFPI; tissue factor pathway inhibitor
K03910	375.0	393.0	432.0	308.0	Organismal Systems; Immune system; 04610 Complement and coagulation cascades [PATH:ko04610]; A2M; alpha-2-macroglobulin
K03913	0.0	0.0	0.0	1.0	Organismal Systems; Immune system; 04610 Complement and coagulation cascades [PATH:ko04610]; SERPINA5, PCI; protein C inhibitor
K03914	844.0	943.0	1102.0	878.0	Cellular Processes; Cell motility; 04810 Regulation of actin cytoskeleton [PATH:ko04810]; F2R, PAR1; coagulation factor II (thrombin) receptor
K03915	1222.0	1725.0	1958.0	1202.0	Cellular Processes; Cell motility; 04810 Regulation of actin cytoskeleton [PATH:ko04810]; BDKRB1; bradykinin receptor B1
K03916	1220.0	971.0	1139.0	1168.0	Cellular Processes; Cell motility; 04810 Regulation of actin cytoskeleton [PATH:ko04810]; BDKRB2; bradykinin receptor B2
K03921	48.0	145.0	159.0	43.0	Metabolism; Lipid metabolism; 00061 Fatty acid biosynthesis [PATH:ko00061]; DESA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]
K03922	1029.0	1564.0	1709.0	977.0	Metabolism; Lipid metabolism; 00061 Fatty acid biosynthesis [PATH:ko00061]; DESA2; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]
K03927	0.0	0.0	1567.0	0.0	Metabolism; Xenobiotics biodegradation and metabolism; 00983 Drug metabolism - other enzymes [PATH:ko00983]; CES2; carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]
K03934	3619.0	2981.0	3356.0	3439.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]
K03935	3757.0	3188.0	3561.0	3690.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFS2; NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]
K03936	2970.0	3016.0	3318.0	2897.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFS3; NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3]
K03939	1434.0	0.0	0.0	1330.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein 6 [EC:1.6.5.3 1.6.99.3]
K03940	738.0	422.0	504.0	705.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFS7; NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]
K03943	1305.0	1074.0	1289.0	1268.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3]
K03947	316.0	708.0	0.0	0.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFA3; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 3 [EC:1.6.5.3 1.6.99.3]
K03951	788.0	1148.0	1253.0	738.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFA7; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 7 [EC:1.6.5.3 1.6.99.3]
K03952	814.0	1234.0	1343.0	779.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFA8; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8 [EC:1.6.5.3 1.6.99.3]
K03953	26.0	0.0	0.0	24.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFA9; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9 [EC:1.6.5.3 1.6.99.3]
K03956	531.0	386.0	413.0	538.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFA11; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11 [EC:1.6.5.3]
K03958	0.0	0.0	0.0	1.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFB2; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 2 [EC:1.6.5.3 1.6.99.3]
K03966	1047.0	514.0	595.0	973.0	Human Diseases; Neurodegenerative diseases; 05010 Alzheimer's disease [PATH:ko05010]; NDUFB10; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 10 [EC:1.6.5.3 1.6.99.3]
K04015	239.0	0.0	0.0	203.0	Metabolism; Energy metabolism; 00910 Nitrogen metabolism [PATH:ko00910]; nrfD; protein NrfD
K04016	0.0	0.0	0.0	9.0	Metabolism; Energy Metabolism; 00910 Nitrogen metabolism [PATH:ko00910]; nrfD; formate-dependent nitrate reductase complex, transmembrane protein
K04041	682.0	0.0	0.0	742.0	Metabolism; Carbohydrate metabolism; 00010 Glycolysis / Gluconeogenesis [PATH:ko00010]; fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]
K04043	2586.0	2587.0	2895.0	2507.0	Genetic Information Processing; Folding, sorting and degradation; 03018 RNA degradation [PATH:ko03018]; dnaK; molecular chaperone DnaK
K04067	1.0	0.0	0.0	0.0	Genetic Information Processing; Replication and repair; 03440 Homologous recombination [PATH:ko03440]; priC; primosomal replication protein N''
K04072	474.0	732.0	849.0	445.0	Metabolism; Amino acid metabolism; 00350 Tyrosine metabolism [PATH:ko00350]; adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
K04077	1939.0	1677.0	1854.0	1876.0	Genetic Information Processing; Folding, sorting and degradation; 03018 RNA degradation [PATH:ko03018]; groEL, HSPD1; chaperonin GroEL
K04079	2100.0	0.0	0.0	2077.0	Environmental Information Processing; Signal transduction; 04151 PI3K-Akt signaling pathway [PATH:ko04151]; htpG, HSP90A; molecular chaperone HtpG
K04102	959.0	550.0	602.0	875.0	Metabolism; Xenobiotics biodegradation and metabolism; 00624 Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]; E4.1.1.55; 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]
K04104	20.0	17.0	13.0	23.0	Metabolism; Xenobiotics Biodegradation and Metabolism; 00627 Aminobenzoate degradation [PATH:ko00627]; E4.1.1.61; 4-hydroxybenzoate decarboxylase [EC:4.1.1.61]
K04108	374.0	274.0	321.0	335.0	Metabolism; Xenobiotics biodegradation and metabolism; 00362 Benzoate degradation [PATH:ko00362]; hbaC, hcrA; 4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9]
K04110	65.0	0.0	0.0	63.0	Metabolism; Xenobiotics biodegradation and metabolism; 00362 Benzoate degradation [PATH:ko00362]; badA; benzoate-CoA ligase [EC:6.2.1.25]
K04113	0.0	0.0	1.0	0.0	Metabolism; Xenobiotics biodegradation and metabolism; 00362 Benzoate degradation [PATH:ko00362]; badE; benzoyl-CoA reductase subunit [EC:1.3.7.8]
K04145	0.0	71.0	56.0	0.0	Cellular Processes; Cell communication; 04540 Gap junction [PATH:ko04540]; DRD2; dopamine receptor D2
K04147	35.0	0.0	29.0	29.0	Environmental Information Processing; Signaling molecules and interaction; 04080 Neuroactive ligand-receptor interaction [PATH:ko04080]; DRD4; dopamine receptor D4
K04150	99.0	0.0	0.0	91.0	Environmental Information Processing; Signal transduction; 04020 Calcium signaling pathway [PATH:ko04020]; HRH2; histamine receptor H2
K04160	0.0	0.0	1.0	0.0	Environmental Information Processing; Signal transduction; 04020 Calcium signaling pathway [PATH:ko04020]; HTR4; 5-hydroxytryptamine receptor 4
K04167	790.0	437.0	503.0	753.0	Environmental Information Processing; Signaling molecules and interaction; 04080 Neuroactive ligand-receptor interaction [PATH:ko04080]; AGTR2; angiotensin II receptor type 2
K04170	242.0	0.0	0.0	0.0	Environmental Information Processing; Signaling molecules and interaction; 04080 Neuroactive ligand-receptor interaction [PATH:ko04080]; BRS3; bombesin-like receptor 3
K04172	537.0	0.0	0.0	525.0	Environmental Information Processing; Signaling molecules and interaction; 04080 Neuroactive ligand-receptor interaction [PATH:ko04080]; FPR1; formyl peptide receptor 1
K04174	0.0	1119.0	1303.0	0.0	Environmental Information Processing; Signaling molecules and interaction; 04080 Neuroactive ligand-receptor interaction [PATH:ko04080]; APLNR; apelin receptor
K04176	1288.0	998.0	1205.0	1244.0	Environmental Information Processing; Signaling molecules and interaction; 04060 Cytokine-cytokine receptor interaction [PATH:ko04060]; CCR1; C-C chemokine receptor type 1
K04177	0.0	0.0	5.0	0.0	Environmental Information Processing; Signaling molecules and interaction; 04060 Cytokine-cytokine receptor interaction [PATH:ko04060]; CCR2; C-C chemokine receptor type 2
K04180	8.0	0.0	0.0	0.0	Cellular Processes; Transport and catabolism; 04144 Endocytosis [PATH:ko04144]; CCR5; C-C chemokine receptor type 5
K04181	0.0	1.0	0.0	0.0	Environmental Information Processing; Signaling molecules and interaction; 04060 Cytokine-cytokine receptor interaction [PATH:ko04060]; CCR6; C-C chemokine receptor type 6
K04182	2.0	0.0	0.0	0.0	Environmental Information Processing; Signaling molecules and interaction; 04060 Cytokine-cytokine receptor interaction [PATH:ko04060]; CCR7; C-C chemokine receptor type 7
